"","cidade","area","comodos","banheiros","vagas","andares","animais","mobilia","condominio","aluguel","iptu","seguro","somatorio","cod","andares_new","animais_new","mobilia_new"
"2412","Belo Horizonte",150,4,1,3,"1","acept","not furnished",0,2300,0,38,2338,2412,1,1,0
"2422","Campinas",233,3,1,1,"0","acept","not furnished",0,2700,239,41,2980,2422,0,1,0
"2424","Belo Horizonte",1020,5,4,6,"0","acept","furnished",0,6520,654,107,7281,2424,0,1,1
"2428","Campinas",42,2,1,1,"4","acept","not furnished",191,1020,0,13,1224,2428,4,1,0
"2431","Campinas",77,2,2,1,"9","acept","not furnished",725,1200,71,16,2012,2431,9,1,0
"2434","Porto Alegre",60,2,1,1,"1","acept","furnished",400,1300,25,19,1744,2434,1,1,1
"2435","Porto Alegre",50,1,1,0,"1","acept","not furnished",200,1045,30,16,1291,2435,1,1,0
"2439","Porto Alegre",53,1,1,0,"2","acept","furnished",240,1480,42,22,1784,2439,2,1,1
"2440","Rio de Janeiro",118,3,2,0,"2","acept","not furnished",1334,1560,210,21,3125,2440,2,1,0
"2441","Campinas",65,2,1,1,"3","acept","not furnished",420,1250,53,16,1739,2441,3,1,0
"2442","Rio de Janeiro",180,3,3,2,"6","acept","not furnished",2000,7000,475,91,9566,2442,6,1,0
"2443","Campinas",348,3,3,3,"0","acept","not furnished",0,4850,400,73,5323,2443,0,1,0
"2445","Porto Alegre",45,1,1,0,"6","acept","not furnished",350,650,28,10,1038,2445,6,1,0
"2448","Belo Horizonte",521,5,2,3,"0","acept","not furnished",0,10000,743,164,10910,2448,0,1,0
"2449","Campinas",147,4,3,3,"8","acept","not furnished",1600,4800,284,61,6745,2449,8,1,0
"2450","Rio de Janeiro",130,3,2,1,"8","acept","not furnished",1889,2610,450,34,4983,2450,8,1,0
"2452","Rio de Janeiro",28,1,1,0,"16","acept","not furnished",1100,730,99,10,1939,2452,16,1,0
"2454","Rio de Janeiro",310,3,2,0,"5","acept","not furnished",2500,5200,595,68,8363,2454,5,1,0
"2461","Belo Horizonte",52,2,1,1,"1","acept","not furnished",160,1000,0,14,1174,2461,1,1,0
"2463","Rio de Janeiro",120,3,3,2,"9","acept","not furnished",750,3000,500,39,4289,2463,9,1,0
"2464","Belo Horizonte",55,2,1,0,"2","not acept","not furnished",0,850,50,12,912,2464,2,0,0
"2465","Campinas",110,3,3,2,"0","acept","not furnished",560,3200,88,49,3897,2465,0,1,0
"2466","Porto Alegre",145,3,4,0,"2","acept","furnished",250,2950,75,44,3319,2466,2,1,1
"2473","Campinas",60,1,1,2,"0","acept","not furnished",0,1610,50,25,1685,2473,0,1,0
"2474","Rio de Janeiro",58,2,2,1,"1","acept","not furnished",761,1190,105,16,2072,2474,1,1,0
"2479","Belo Horizonte",210,3,3,3,"1","acept","not furnished",400,4200,242,56,4898,2479,1,1,0
"2480","Belo Horizonte",100,3,1,2,"3","acept","not furnished",200,1646,73,22,1941,2480,3,1,0
"2481","Porto Alegre",68,2,1,1,"6","not acept","furnished",480,1900,78,28,2486,2481,6,0,1
"2482","Campinas",42,1,1,1,"16","not acept","not furnished",472,2000,75,26,2573,2482,16,0,0
"2483","Campinas",87,3,1,0,"15","acept","not furnished",725,1300,105,17,2147,2483,15,1,0
"2486","Porto Alegre",85,2,2,0,"7","acept","furnished",660,2520,113,37,3330,2486,7,1,1
"2487","Porto Alegre",55,1,1,1,"3","acept","furnished",550,1910,110,28,2598,2487,3,1,1
"2490","Porto Alegre",75,2,1,2,"2","acept","not furnished",380,1200,55,18,1653,2490,2,1,0
"2492","Campinas",120,4,2,5,"0","acept","not furnished",0,4200,0,64,4264,2492,0,1,0
"2494","Belo Horizonte",300,5,3,6,"0","acept","not furnished",0,5200,334,86,5620,2494,0,1,0
"2495","Rio de Janeiro",44,1,1,0,"1","acept","furnished",360,1600,0,21,1981,2495,1,1,1
"2496","Porto Alegre",563,3,6,4,"12","acept","not furnished",5200,15000,1250,220,21670,2496,12,1,0
"2497","Rio de Janeiro",65,2,2,0,"2","not acept","not furnished",150,1700,84,22,1956,2497,2,0,0
"2498","Rio de Janeiro",170,2,2,1,"9","acept","not furnished",884,2940,80,38,3942,2498,9,1,0
"2499","Belo Horizonte",22,1,1,1,"1","not acept","furnished",0,1500,0,20,1520,2499,1,0,1
"2500","Belo Horizonte",410,4,4,4,"0","acept","furnished",0,4900,466,81,5447,2500,0,1,1
"2501","Rio de Janeiro",60,2,1,1,"2","acept","not furnished",561,1400,41,19,2021,2501,2,1,0
"2504","Belo Horizonte",157,4,3,3,"3","acept","furnished",1717,9000,108,120,10950,2504,3,1,1
"2506","Rio de Janeiro",68,3,2,1,"14","acept","not furnished",830,1050,82,14,1976,2506,14,1,0
"2507","Campinas",56,1,1,0,"3","not acept","not furnished",428,560,17,9,1014,2507,3,0,0
"2509","Campinas",50,2,1,0,"2","not acept","not furnished",386,830,55,11,1282,2509,2,0,0
"2510","Campinas",40,2,1,1,"3","acept","not furnished",320,1200,70,16,1606,2510,3,1,0
"2515","Rio de Janeiro",300,4,3,2,"1","acept","not furnished",2500,4500,796,58,7854,2515,1,1,0
"2517","Rio de Janeiro",80,2,2,1,"7","acept","furnished",1180,5435,207,71,6893,2517,7,1,1
"2518","Porto Alegre",54,2,1,0,"13","acept","furnished",460,1200,41,18,1719,2518,13,1,1
"2519","Campinas",57,1,2,1,"12","not acept","not furnished",660,650,0,9,1319,2519,12,0,0
"2522","Porto Alegre",318,4,3,0,"0","acept","not furnished",0,19000,384,338,19720,2522,0,1,0
"2525","Rio de Janeiro",74,3,1,0,"0","acept","not furnished",0,1600,40,25,1665,2525,0,1,0
"2527","Porto Alegre",41,1,2,1,"6","acept","not furnished",400,2400,67,36,2903,2527,6,1,0
"2529","Rio de Janeiro",145,1,3,1,"5","not acept","furnished",1200,8000,537,104,9841,2529,5,0,1
"2541","Belo Horizonte",170,3,2,3,"0","acept","not furnished",0,4000,180,66,4246,2541,0,1,0
"2542","Belo Horizonte",75,3,2,1,"1","acept","not furnished",290,1100,90,15,1495,2542,1,1,0
"2544","Porto Alegre",270,4,4,2,"0","acept","not furnished",0,7000,200,125,7325,2544,0,1,0
"2545","Porto Alegre",55,2,1,0,"1","not acept","not furnished",185,1500,27,22,1734,2545,1,0,0
"2546","Rio de Janeiro",38,1,1,0,"4","not acept","not furnished",457,1050,0,14,1521,2546,4,0,0
"2547","Porto Alegre",87,2,2,1,"2","acept","not furnished",580,1970,117,29,2696,2547,2,1,0
"2548","Belo Horizonte",26,1,1,1,"1","acept","not furnished",60,750,67,10,887,2548,1,1,0
"2549","Belo Horizonte",384,5,4,6,"0","not acept","not furnished",0,5000,435,82,5517,2549,0,0,0
"2550","Belo Horizonte",62,2,1,1,"2","acept","not furnished",100,1050,84,14,1248,2550,2,1,0
"2552","Porto Alegre",48,1,1,1,"8","acept","furnished",1580,1288,0,19,2887,2552,8,1,1
"2554","Rio de Janeiro",480,3,4,1,"3","acept","not furnished",5200,7000,1201,91,13490,2554,3,1,0
"2555","Belo Horizonte",230,4,4,3,"3","acept","not furnished",1700,6300,431,84,8515,2555,3,1,0
"2556","Rio de Janeiro",60,1,1,0,"5","acept","not furnished",650,2210,84,29,2973,2556,5,1,0
"2557","Rio de Janeiro",80,2,2,2,"2","acept","not furnished",1088,1900,420,25,3433,2557,2,1,0
"2558","Rio de Janeiro",150,4,3,3,"5","acept","not furnished",1609,7500,525,97,9731,2558,5,1,0
"2559","Belo Horizonte",85,3,1,0,"2","not acept","not furnished",150,1100,150,15,1415,2559,2,0,0
"2561","Porto Alegre",105,3,3,0,"3","acept","not furnished",840,2125,111,32,3108,2561,3,1,0
"2563","Belo Horizonte",80,3,2,2,"301","acept","not furnished",750,2600,164,35,3549,2563,301,1,0
"2565","Belo Horizonte",649,5,5,6,"0","acept","furnished",0,15000,1065,246,16310,2565,0,1,1
"2566","Porto Alegre",55,2,1,1,"2","acept","not furnished",300,850,30,13,1193,2566,2,1,0
"2567","Porto Alegre",68,2,2,1,"2","acept","not furnished",400,1800,82,27,2309,2567,2,1,0
"2570","Belo Horizonte",241,5,4,3,"0","acept","not furnished",0,5200,310,86,5596,2570,0,1,0
"2571","Rio de Janeiro",65,2,1,1,"8","acept","not furnished",610,900,88,12,1610,2571,8,1,0
"2572","Campinas",71,2,1,1,"3","acept","not furnished",670,1130,114,15,1929,2572,3,1,0
"2575","Campinas",42,1,1,1,"9","acept","not furnished",460,1020,42,13,1535,2575,9,1,0
"2576","Porto Alegre",109,3,1,1,"5","acept","not furnished",500,1400,42,21,1963,2576,5,1,0
"2577","Rio de Janeiro",260,4,1,2,"5","acept","furnished",3800,15000,1167,194,20160,2577,5,1,1
"2579","Belo Horizonte",55,1,1,0,"0","not acept","not furnished",0,1020,21,17,1058,2579,0,0,0
"2582","Campinas",67,2,1,1,"2","acept","not furnished",500,1230,42,16,1788,2582,2,1,0
"2584","Porto Alegre",118,3,2,1,"3","acept","not furnished",300,1800,50,27,2177,2584,3,1,0
"2585","Belo Horizonte",47,2,1,1,"6","acept","not furnished",350,1480,75,20,1925,2585,6,1,0
"2587","Porto Alegre",47,1,1,0,"20","acept","not furnished",280,755,27,12,1074,2587,20,1,0
"2588","Campinas",60,3,2,1,"13","not acept","not furnished",340,1700,120,22,2182,2588,13,0,0
"2590","Porto Alegre",400,3,4,5,"0","acept","furnished",0,8500,309,152,8961,2590,0,1,1
"2591","Rio de Janeiro",28,1,1,0,"4","acept","furnished",484,2200,0,29,2713,2591,4,1,1
"2597","Belo Horizonte",59,3,1,1,"1","acept","not furnished",100,1018,63,14,1195,2597,1,1,0
"2602","Belo Horizonte",28,1,1,0,"0","not acept","furnished",550,1100,0,15,1665,2602,0,0,1
"2606","Rio de Janeiro",82,3,1,0,"3","not acept","furnished",460,2700,50,35,3245,2606,3,0,1
"2613","Rio de Janeiro",50,1,1,1,"2","acept","not furnished",470,990,19,13,1492,2613,2,1,0
"2615","Rio de Janeiro",80,2,2,2,"12","acept","not furnished",900,935,100,13,1948,2615,12,1,0
"2617","Rio de Janeiro",110,2,1,1,"6","not acept","not furnished",1200,3800,250,49,5299,2617,6,0,0
"2618","Belo Horizonte",430,4,5,3,"0","acept","not furnished",0,6000,0,99,6099,2618,0,1,0
"2619","Belo Horizonte",144,4,3,3,"14","not acept","furnished",1050,4500,390,60,6000,2619,14,0,1
"2621","Campinas",30,1,1,0,"5","acept","not furnished",280,580,12,8,880,2621,5,1,0
"2623","Belo Horizonte",80,2,2,2,"9","acept","not furnished",400,2600,113,35,3148,2623,9,1,0
"2625","Belo Horizonte",544,4,3,7,"0","acept","not furnished",0,3200,250,53,3503,2625,0,1,0
"2626","Belo Horizonte",95,3,2,2,"4","not acept","not furnished",666,1800,134,24,2624,2626,4,0,0
"2627","Porto Alegre",65,2,1,0,"1","acept","not furnished",355,1030,24,16,1425,2627,1,1,0
"2628","Belo Horizonte",305,4,5,5,"26","acept","not furnished",5071,14000,2241,187,21500,2628,26,1,0
"2629","Belo Horizonte",103,2,2,2,"1","not acept","not furnished",400,1200,100,16,1716,2629,1,0,0
"2632","Rio de Janeiro",47,2,2,1,"12","acept","not furnished",500,1000,40,13,1553,2632,12,1,0
"2633","Rio de Janeiro",35,1,1,0,"3","acept","not furnished",310,700,80,10,1100,2633,3,1,0
"2634","Campinas",44,2,1,1,"2","acept","not furnished",244,1000,0,13,1257,2634,2,1,0
"2637","Belo Horizonte",360,4,3,3,"0","acept","not furnished",0,3300,171,55,3526,2637,0,1,0
"2638","Porto Alegre",95,3,2,2,"2","acept","not furnished",350,2500,71,37,2958,2638,2,1,0
"2643","Campinas",450,5,4,8,"0","acept","not furnished",0,3460,400,53,3913,2643,0,1,0
"2644","Porto Alegre",58,2,1,1,"4","acept","not furnished",350,1000,47,15,1412,2644,4,1,0
"2646","Belo Horizonte",430,4,5,3,"7","acept","not furnished",1945,8000,528,107,10580,2646,7,1,0
"2647","Porto Alegre",280,3,5,2,"3","acept","furnished",729,5280,500,78,6587,2647,3,1,1
"2648","Belo Horizonte",580,5,6,5,"0","not acept","not furnished",0,15000,1153,246,16400,2648,0,0,0
"2649","Porto Alegre",98,2,2,0,"2","acept","not furnished",310,1100,38,17,1465,2649,2,1,0
"2651","Rio de Janeiro",50,2,1,1,"2","not acept","furnished",328,2300,0,30,2658,2651,2,0,1
"2653","Rio de Janeiro",75,4,4,1,"9","not acept","furnished",700,4500,0,58,5258,2653,9,0,1
"2654","Rio de Janeiro",72,1,1,1,"1","acept","not furnished",957,3500,239,46,4742,2654,1,1,0
"2657","Belo Horizonte",72,3,1,1,"3","not acept","not furnished",300,900,86,12,1298,2657,3,0,0
"2662","Porto Alegre",170,2,3,2,"0","acept","not furnished",0,6500,292,116,6908,2662,0,1,0
"2666","Rio de Janeiro",144,3,2,1,"7","acept","furnished",1500,8200,622,106,10430,2666,7,1,1
"2667","Campinas",68,2,1,2,"1","acept","not furnished",520,1200,74,16,1810,2667,1,1,0
"2668","Porto Alegre",42,1,1,0,"5","not acept","furnished",290,2200,66,33,2589,2668,5,0,1
"2669","Porto Alegre",84,3,1,0,"3","acept","furnished",70,1460,44,22,1596,2669,3,1,1
"2672","Porto Alegre",65,2,1,1,"3","not acept","furnished",400,1750,100,26,2276,2672,3,0,1
"2673","Campinas",52,1,1,1,"8","not acept","furnished",1000,2300,50,30,3380,2673,8,0,1
"2675","Belo Horizonte",75,2,1,1,"3","not acept","not furnished",200,1100,62,15,1377,2675,3,0,0
"2687","Porto Alegre",87,2,1,0,"2","acept","not furnished",300,1300,64,19,1683,2687,2,1,0
"2688","Belo Horizonte",70,2,1,2,"4","acept","not furnished",290,780,0,11,1081,2688,4,1,0
"2689","Rio de Janeiro",123,3,2,1,"1","acept","not furnished",2800,3700,237,48,6785,2689,1,1,0
"2690","Porto Alegre",91,3,2,2,"3","acept","not furnished",400,3390,150,50,3990,2690,3,1,0
"2693","Campinas",45,2,1,1,"3","acept","not furnished",312,850,25,11,1198,2693,3,1,0
"2694","Rio de Janeiro",35,1,1,0,"7","acept","furnished",560,1950,50,26,2586,2694,7,1,1
"2696","Belo Horizonte",73,1,1,0,"13","not acept","not furnished",744,1460,142,20,2366,2696,13,0,0
"2702","Porto Alegre",102,2,2,1,"11","acept","furnished",1900,3000,259,44,5203,2702,11,1,1
"2703","Campinas",48,2,1,1,"5","acept","not furnished",263,1000,66,13,1342,2703,5,1,0
"2709","Belo Horizonte",178,4,4,4,"1","acept","not furnished",1200,3900,409,52,5561,2709,1,1,0
"2713","Belo Horizonte",78,2,2,2,"3","acept","not furnished",150,1300,100,18,1568,2713,3,1,0
"2715","Porto Alegre",66,3,2,1,"11","acept","not furnished",400,1500,40,22,1962,2715,11,1,0
"2716","Rio de Janeiro",20,1,1,0,"11","not acept","furnished",0,1650,0,22,1672,2716,11,0,1
"2717","Campinas",35,1,1,1,"13","acept","not furnished",475,750,32,10,1267,2717,13,1,0
"2720","Rio de Janeiro",75,2,2,0,"1","not acept","not furnished",670,2200,59,29,2958,2720,1,0,0
"2722","Rio de Janeiro",65,2,1,1,"1","acept","furnished",0,1530,0,20,1550,2722,1,1,1
"2727","Rio de Janeiro",38,1,1,0,"12","not acept","not furnished",600,1700,82,22,2404,2727,12,0,0
"2728","Porto Alegre",120,3,3,3,"7","acept","not furnished",800,5000,0,74,5874,2728,7,1,0
"2731","Belo Horizonte",58,2,2,2,"7","acept","not furnished",304,1400,100,19,1823,2731,7,1,0
"2734","Belo Horizonte",100,3,1,1,"2","acept","not furnished",0,2900,301,39,3240,2734,2,1,0
"2737","Campinas",150,4,2,0,"0","acept","not furnished",0,2500,184,38,2722,2737,0,1,0
"2740","Porto Alegre",58,2,1,1,"0","acept","not furnished",170,800,24,12,1006,2740,0,1,0
"2743","Porto Alegre",60,1,1,0,"2","not acept","furnished",100,1170,0,18,1288,2743,2,0,1
"2746","Porto Alegre",42,1,1,1,"2","acept","not furnished",280,900,19,14,1213,2746,2,1,0
"2747","Porto Alegre",41,1,1,0,"5","acept","furnished",300,1090,84,16,1490,2747,5,1,1
"2748","Belo Horizonte",800,4,4,3,"0","acept","not furnished",0,8000,834,132,8966,2748,0,1,0
"2749","Belo Horizonte",700,7,6,5,"0","acept","not furnished",0,15000,1161,246,16410,2749,0,1,0
"2751","Porto Alegre",222,4,3,2,"13","acept","not furnished",2300,4000,200,59,6559,2751,13,1,0
"2752","Porto Alegre",122,3,3,2,"2","acept","not furnished",600,2500,149,37,3286,2752,2,1,0
"2753","Rio de Janeiro",62,1,1,0,"7","not acept","furnished",943,2700,156,35,3834,2753,7,0,1
"2755","Belo Horizonte",59,2,2,0,"2","not acept","furnished",510,1400,112,19,2041,2755,2,0,1
"2756","Rio de Janeiro",40,1,1,0,"4","acept","furnished",510,1360,1,18,1889,2756,4,1,1
"2757","Campinas",72,3,1,1,"1","acept","furnished",470,1075,49,14,1608,2757,1,1,1
"2758","Belo Horizonte",400,4,6,4,"15","acept","not furnished",1840,6000,668,80,8588,2758,15,1,0
"2760","Belo Horizonte",80,3,2,2,"11","acept","not furnished",700,1800,167,24,2691,2760,11,1,0
"2762","Belo Horizonte",413,4,4,0,"1","acept","not furnished",2314,7900,692,106,11010,2762,1,1,0
"2764","Belo Horizonte",66,2,1,1,"3","acept","not furnished",200,1000,25,14,1239,2764,3,1,0
"2765","Rio de Janeiro",140,3,2,1,"22","not acept","not furnished",732,3000,305,39,4076,2765,22,0,0
"2766","Belo Horizonte",190,4,2,2,"4","acept","not furnished",970,3500,287,47,4804,2766,4,1,0
"2768","Rio de Janeiro",60,2,2,0,"15","acept","furnished",1640,2300,205,30,4175,2768,15,1,1
"2771","Campinas",120,2,1,0,"3","acept","not furnished",830,1100,95,14,2039,2771,3,1,0
"2772","Belo Horizonte",52,2,1,1,"4","not acept","not furnished",180,730,0,10,920,2772,4,0,0
"2774","Campinas",115,3,3,1,"5","acept","not furnished",1035,1900,30,25,2990,2774,5,1,0
"2775","Rio de Janeiro",47,1,1,1,"5","acept","not furnished",390,1000,0,13,1403,2775,5,1,0
"2778","Porto Alegre",55,2,1,1,"2","acept","not furnished",300,1319,75,20,1714,2778,2,1,0
"2780","Campinas",51,2,1,1,"1","not acept","not furnished",390,800,50,11,1251,2780,1,0,0
"2782","Belo Horizonte",200,4,4,3,"4","acept","not furnished",1200,4200,580,56,6036,2782,4,1,0
"2783","Porto Alegre",30,2,2,1,"1","acept","not furnished",250,1275,50,19,1594,2783,1,1,0
"2784","Belo Horizonte",87,3,2,2,"11","acept","not furnished",700,3500,125,47,4372,2784,11,1,0
"2785","Porto Alegre",100,3,2,1,"6","acept","not furnished",1374,1800,211,27,3412,2785,6,1,0
"2787","Rio de Janeiro",40,1,1,1,"20","not acept","not furnished",800,1160,91,15,2066,2787,20,0,0
"2788","Porto Alegre",78,2,2,1,"4","acept","not furnished",700,2300,105,34,3139,2788,4,1,0
"2789","Porto Alegre",41,1,2,1,"9","acept","not furnished",400,2800,67,41,3308,2789,9,1,0
"2791","Belo Horizonte",234,3,3,3,"0","acept","not furnished",0,8200,340,135,8675,2791,0,1,0
"2792","Rio de Janeiro",136,3,1,0,"8","acept","furnished",2000,3000,0,39,5039,2792,8,1,1
"2794","Rio de Janeiro",125,3,2,1,"8","not acept","furnished",1164,3000,250,39,4453,2794,8,0,1
"2796","Porto Alegre",62,2,1,0,"8","acept","not furnished",504,1100,32,17,1653,2796,8,1,0
"2798","Campinas",61,1,1,0,"8","acept","furnished",378,1900,43,25,2346,2798,8,1,1
"2799","Porto Alegre",160,3,2,1,"5","acept","not furnished",1200,2500,170,37,3907,2799,5,1,0
"2800","Campinas",64,1,1,0,"3","acept","not furnished",680,1100,50,14,1844,2800,3,1,0
"2801","Rio de Janeiro",70,3,2,1,"7","acept","not furnished",1292,2100,94,28,3514,2801,7,1,0
"2802","Campinas",258,2,2,1,"0","acept","not furnished",0,1400,67,22,1489,2802,0,1,0
"2803","Belo Horizonte",163,4,3,2,"2","acept","not furnished",300,2300,136,31,2767,2803,2,1,0
"2805","Rio de Janeiro",90,2,2,1,"2","not acept","not furnished",1389,3973,422,52,5836,2805,2,0,0
"2807","Rio de Janeiro",264,4,4,1,"2","not acept","furnished",3200,7000,1067,91,11360,2807,2,0,1
"2808","Rio de Janeiro",70,2,1,0,"5","acept","not furnished",950,2500,199,19,3668,2808,5,1,0
"2811","Porto Alegre",98,2,2,1,"2","acept","not furnished",465,1300,54,19,1838,2811,2,1,0
"2812","Rio de Janeiro",47,2,1,1,"4","acept","not furnished",466,1375,0,18,1859,2812,4,1,0
"2814","Porto Alegre",85,3,3,0,"0","not acept","not furnished",550,2500,72,45,3167,2814,0,0,0
"2815","Rio de Janeiro",90,2,2,1,"4","acept","not furnished",1200,3800,253,49,5302,2815,4,1,0
"2817","Rio de Janeiro",160,4,2,0,"0","acept","not furnished",0,6800,142,104,7046,2817,0,1,0
"2821","Rio de Janeiro",66,2,1,1,"3","acept","not furnished",477,1100,44,15,1636,2821,3,1,0
"2827","Rio de Janeiro",172,3,3,3,"3","acept","not furnished",2000,5000,800,65,7865,2827,3,1,0
"2828","Belo Horizonte",100,3,2,0,"0","acept","not furnished",0,1550,125,26,1701,2828,0,1,0
"2833","Belo Horizonte",274,6,6,2,"0","acept","not furnished",0,9000,671,148,9819,2833,0,1,0
"2834","Rio de Janeiro",76,2,1,0,"3","acept","not furnished",625,1000,50,13,1688,2834,3,1,0
"2835","Belo Horizonte",210,4,4,2,"1","not acept","not furnished",1500,4200,283,56,6039,2835,1,0,0
"2840","Rio de Janeiro",95,3,2,2,"3","acept","not furnished",1200,5800,430,75,7505,2840,3,1,0
"2843","Belo Horizonte",396,4,5,6,"0","acept","not furnished",0,10000,250,164,10410,2843,0,1,0
"2845","Rio de Janeiro",25,1,1,0,"4","acept","furnished",659,1910,0,25,2594,2845,4,1,1
"2848","Belo Horizonte",100,3,1,1,"0","acept","not furnished",0,1970,92,33,2095,2848,0,1,0
"2850","Campinas",55,2,1,1,"2","acept","not furnished",235,700,0,9,944,2850,2,1,0
"2851","Rio de Janeiro",60,2,1,0,"1","not acept","not furnished",500,2000,57,26,2583,2851,1,0,0
"2854","Rio de Janeiro",110,3,2,1,"4","not acept","not furnished",788,2500,140,33,3461,2854,4,0,0
"2857","Porto Alegre",121,3,2,1,"10","acept","not furnished",800,1900,200,28,2928,2857,10,1,0
"2859","Belo Horizonte",160,4,2,2,"3","acept","not furnished",700,2700,305,36,3741,2859,3,1,0
"2862","Campinas",53,2,2,1,"0","acept","furnished",443,1900,54,25,2422,2862,0,1,1
"2863","Rio de Janeiro",320,3,6,3,"9","acept","not furnished",2000,6490,900,84,9474,2863,9,1,0
"2864","Rio de Janeiro",96,2,2,2,"7","acept","furnished",1320,7500,434,97,9351,2864,7,1,1
"2866","Campinas",375,4,5,0,"0","acept","not furnished",1200,10000,825,151,12180,2866,0,1,0
"2868","Belo Horizonte",100,7,2,1,"0","acept","not furnished",0,2800,28,46,2874,2868,0,1,0
"2869","Rio de Janeiro",82,2,1,0,"0","acept","furnished",0,4950,59,76,5085,2869,0,1,1
"2873","Rio de Janeiro",28,1,1,0,"8","acept","not furnished",453,1009,0,7,1469,2873,8,1,0
"2875","Porto Alegre",119,3,1,0,"3","acept","not furnished",560,2100,84,31,2775,2875,3,1,0
"2877","Campinas",96,2,1,1,"3","acept","furnished",671,1800,52,23,2546,2877,3,1,1
"2878","Rio de Janeiro",120,3,2,2,"4","acept","not furnished",1950,5500,250,71,7771,2878,4,1,0
"2879","Rio de Janeiro",89,3,1,1,"7","acept","not furnished",1100,2000,90,26,3216,2879,7,1,0
"2881","Belo Horizonte",402,4,4,4,"0","acept","furnished",0,7500,483,123,8106,2881,0,1,1
"2882","Rio de Janeiro",40,1,1,0,"1","acept","not furnished",379,1180,0,16,1575,2882,1,1,0
